GEOID,max_intensity,population,Total_Num_Building,BHI_factor_low,shelter_seeking_low,numerator_low,SVI_Value,SVI_Value_Mapped
6075025300,0.02,4412,249.0,0.0002,0.20856,0.0,0.3564,0.3
6013377000,0.02,7725,1355.0,0.0001,0.20415,0.0,0.9705,0.5
6067004202,0.02,5774,1432.0,0.0001,0.20345,0.01,0.8847,0.5
6097153705,0.02,3382,1797.0,0.0002,0.20115,0.02,0.3859,0.3
6067007202,0.02,4282,2590.0,0.0002,0.20082,0.02,0.7542,0.3
6001410400,0.02,4142,1136.0,0.0001,0.19995,0.01,0.8695,0.5
6041103200,0.04,6720,1865.0,0.0001,0.1992,0.01,0.8029,0.5
6001450743,0.02,8901,718.0,0.0001,0.19836,0.0,0.3178,0.3
6013368001,0.02,5467,1254.0,0.0001,0.1948,0.0,0.8435,0.5
6001423700,0.02,4234,709.0,0.0002,0.19299,0.01,0.3931,0.3
6081610202,0.02,5118,403.0,0.0001,0.19094999999999998,0.0,0.3832,0.3
6001407200,0.02,6823,1048.0,0.0001,0.19005,0.0,0.9681,0.5
6075018000,0.02,4758,121.0,0.0001,0.18921000000000002,0.0,0.6099,0.3
6013381000,0.02,7261,1712.0,0.0001,0.18845,0.0,0.9678,0.5
6001402400,0.02,2459,418.0,0.0002,0.18755,0.0,0.9587,0.5
6067004501,0.02,3643,976.0,0.0001,0.1872,0.01,0.9551,0.5
6113010501,0.02,8696,861.0,0.0001,0.18714,0.0,0.6387,0.3
6001407400,0.02,4412,783.0,0.0001,0.1858,0.0,0.9567,0.5
6067005510,0.02,5238,585.0,0.0001,0.18425,0.0,0.9223,0.5
6075010600,0.02,3718,37.0,0.0001,0.18335,0.0,0.8493,0.5
6067004100,0.02,5459,1495.0,0.0001,0.1833,0.01,0.8624,0.5
6097153501,0.06,4505,3399.0,0.0001,0.18204,0.02,0.6027,0.3
6113011001,0.02,6744,1434.0,0.0001,0.1797,0.0,0.9567,0.5
6113010800,0.02,3824,1351.0,0.0001,0.17905,0.01,0.8276,0.5
6001401400,0.02,5355,922.0,0.0001,0.17855,0.0,0.8825,0.5
6001432400,0.02,6279,2259.0,0.0001,0.17845,0.01,0.8491,0.5
6013379000,0.02,7255,1856.0,0.0,0.178,0.0,0.8979,0.5
6085504805,0.01,7454,2216.0,0.0001,0.17619,0.01,0.4767,0.3
6067007423,0.02,5803,591.0,0.0001,0.1761,0.0,0.919,0.5
6113010901,0.02,5595,1407.0,0.0001,0.17555,0.0,0.8919,0.5
6067009316,0.02,4915,1285.0,0.0001,0.17478,0.01,0.6419,0.3
6067005502,0.02,6031,1431.0,0.0001,0.1716,0.0,0.8569,0.5
6001450607,0.02,6054,1268.0,0.0001,0.16845,0.01,0.5425,0.3
6075023102,0.02,3377,296.0,0.0001,0.1683,0.0,0.9472,0.5
6067007701,0.02,7420,1636.0,0.0,0.16685,0.0,0.9199,0.5
6095253300,0.04,2527,2793.0,0.0002,0.16446,0.03,0.4966,0.3
6001423400,0.02,5057,1279.0,0.0001,0.16365,0.01,0.6967,0.3
6001407000,0.02,6079,1474.0,0.0001,0.1628,0.0,0.8868,0.5
6001423901,0.02,2031,542.0,0.0003,0.16274999999999998,0.01,0.4804,0.3
6081610601,0.02,5797,950.0,0.0001,0.1624,0.0,0.8189,0.5
6067007424,0.02,4087,931.0,0.0001,0.16225,0.0,0.8209,0.5
6055201403,0.14,697,766.0,0.0023,0.16177,0.09,0.03,0.1
6001408700,0.02,7774,1958.0,0.0,0.1608,0.0,0.9058,0.5
6013369002,0.04,2839,896.0,0.0002,0.16040999999999997,0.01,0.6803,0.3
6075012302,0.02,2875,18.0,0.0001,0.1595,0.0,0.8055,0.5
6001403000,0.02,3007,60.0,0.0001,0.1584,0.0,0.9065,0.5
6075015500,0.02,3899,71.0,0.0001,0.15835,0.0,0.8238,0.5
6001401000,0.02,6097,1649.0,0.0001,0.15786,0.01,0.4678,0.3
6113010902,0.02,6385,1471.0,0.0,0.157,0.0,0.8236,0.5
6041108100,0.04,6692,2229.0,0.0001,0.15687,0.01,0.2474,0.3
6067000700,0.02,2676,62.0,0.0001,0.1561,0.0,0.9528,0.5
6013365002,0.04,6085,1656.0,0.0001,0.15515,0.0,0.9397,0.5
6075012202,0.02,2490,20.0,0.0001,0.155,0.0,0.939,0.5
6067005601,0.02,6136,1505.0,0.0001,0.1542,0.0,0.8956,0.5
6013328000,0.04,2411,271.0,0.0001,0.1539,0.0,0.9261,0.5
6081610201,0.02,5501,801.0,0.0001,0.1533,0.0,0.8367,0.5
6067004201,0.02,5564,1710.0,0.0001,0.1532,0.0,0.8499,0.5
6075017801,0.02,3567,33.0,0.0001,0.15065,0.0,0.8515,0.5
6001408800,0.02,7257,1102.0,0.0,0.14995,0.0,0.9585,0.5
6001422000,0.02,4160,949.0,0.0001,0.14982,0.01,0.4611,0.3
6001403501,0.02,5880,446.0,0.0001,0.14856,0.0,0.6985,0.3
6067005505,0.02,5619,1170.0,0.0001,0.1484,0.0,0.9103,0.5
6095252903,0.06,4475,3228.0,0.0001,0.14646,0.02,0.3598,0.3
6075023001,0.02,5412,259.0,0.0001,0.14631,0.0,0.7091,0.3
6001406202,0.02,4769,504.0,0.0001,0.14615,0.0,0.9876,0.5
6067003102,0.02,3168,1108.0,0.0002,0.14579999999999999,0.01,0.7506,0.3
6001405902,0.02,3181,616.0,0.0001,0.14525,0.0,0.8115,0.5
6075012301,0.02,3088,12.0,0.0001,0.14515,0.0,0.9518,0.5
6001407300,0.02,3943,835.0,0.0001,0.14465,0.0,0.939,0.5
6001406201,0.02,5019,669.0,0.0001,0.14335,0.0,0.9638,0.5
6081612500,0.02,4728,1113.0,0.0001,0.14316,0.01,0.2949,0.3
6041133000,0.04,3215,3259.0,0.0001,0.14204999999999998,0.03,0.2486,0.3
6001423902,0.02,1464,406.0,0.0003,0.14196,0.01,0.362,0.3
6081609100,0.02,1647,1033.0,0.0003,0.14184,0.02,0.3034,0.3
6067005204,0.02,4900,1850.0,0.0001,0.14064,0.01,0.497,0.3
6013339001,0.02,3663,238.0,0.0001,0.14055,0.0,0.6038,0.3
6001406500,0.02,6196,1238.0,0.0,0.14045,0.0,0.9364,0.5
6075020900,0.02,4296,187.0,0.0001,0.1398,0.0,0.8161,0.5
6013389200,0.02,1907,338.0,0.0002,0.13941,0.0,0.7734,0.3
6081610800,0.02,4664,499.0,0.0001,0.13865,0.0,0.882,0.5
6067007427,0.02,7278,1506.0,0.0,0.13835,0.0,0.9326,0.5
6113011101,0.02,2922,1063.0,0.0001,0.13615,0.01,0.9455,0.5
6001433300,0.02,7448,2296.0,0.0001,0.13505999999999999,0.01,0.5704,0.3
6067007503,0.02,5605,1014.0,0.0001,0.13463999999999998,0.0,0.7443,0.3
6013336101,0.04,4808,395.0,0.0001,0.1341,0.0,0.8473,0.5
6067007301,0.02,5251,1772.0,0.0001,0.13405,0.0,0.9579,0.5
6081606600,0.02,3740,1196.0,0.0001,0.13362,0.01,0.2246,0.3
6081602300,0.04,4238,1867.0,0.0001,0.13347,0.01,0.529,0.3
6001409600,0.02,5777,1294.0,0.0,0.1326,0.0,0.8112,0.5
6013308001,0.02,7770,2408.0,0.0001,0.13191,0.01,0.5219,0.3
6085511302,0.02,4118,823.0,0.0001,0.13119,0.0,0.712,0.3
6081610203,0.02,3244,370.0,0.0001,0.1309,0.0,0.9342,0.5
6097153404,0.04,4094,2020.0,0.0001,0.13085999999999998,0.01,0.443,0.3
6085504318,0.02,7427,2005.0,0.0001,0.12999,0.01,0.693,0.3
6067006002,0.02,5309,1437.0,0.0,0.1297,0.0,0.8391,0.5
6075032700,0.02,6472,359.0,0.0001,0.12936,0.0,0.5455,0.3
6081604800,0.04,5207,1157.0,0.0001,0.1278,0.0,0.5622,0.3
6001405500,0.02,3844,666.0,0.0001,0.12702,0.0,0.6729,0.3
6001401700,0.02,6121,841.0,0.0001,0.12666,0.0,0.3604,0.3
6041119100,0.02,4796,1729.0,0.0001,0.12567,0.01,0.3189,0.3
6085503116,0.01,5785,830.0,0.0,0.1255,0.0,0.8706,0.5
6113010703,0.02,5438,809.0,0.0001,0.12549,0.0,0.5664,0.3
6067007206,0.02,4067,2069.0,0.0001,0.12539999999999998,0.01,0.3607,0.3
6041115000,0.02,7489,2752.0,0.0001,0.12491999999999999,0.01,0.2359,0.3
6001408600,0.02,6167,1592.0,0.0,0.1244,0.0,0.8224,0.5
6075016500,0.02,5171,98.0,0.0001,0.12401999999999999,0.0,0.438,0.3
6075030900,0.02,6707,2482.0,0.0001,0.12323999999999999,0.01,0.4462,0.3
6075042700,0.02,5496,102.0,0.0001,0.12273,0.0,0.7304,0.3
6001405901,0.02,4279,675.0,0.0001,0.12265,0.0,0.9423,0.5
6097152903,0.04,5185,993.0,0.0001,0.12261,0.0,0.7982,0.3
6067005201,0.02,4645,250.0,0.0001,0.12236999999999999,0.0,0.6423,0.3
6067005506,0.02,3410,584.0,0.0001,0.12185,0.0,0.9357,0.5
6067007019,0.02,2815,569.0,0.0001,0.12138,0.0,0.7597,0.3
6075040200,0.02,5539,111.0,0.0001,0.12138,0.0,0.4407,0.3
6001401600,0.02,2971,475.0,0.0001,0.1209,0.0,0.8098,0.5
6081605300,0.04,5022,1537.0,0.0001,0.12045,0.01,0.4999,0.3
6085512022,0.01,5877,996.0,0.0,0.12035,0.0,0.8831,0.5
6075980600,0.02,1340,181.0,0.0003,0.1182,0.0,0.538,0.3
6067005904,0.02,5348,1621.0,0.0001,0.11814,0.01,0.7207,0.3
6075012100,0.02,3455,24.0,0.0001,0.11807999999999999,0.0,0.534,0.3
6075032602,0.02,4289,163.0,0.0001,0.11802,0.0,0.6059,0.3
6041112100,0.02,4611,1314.0,0.0001,0.11667,0.01,0.5501,0.3
6075010500,0.02,3234,114.0,0.0001,0.11567999999999999,0.0,0.4234,0.3
6001404000,0.02,3049,423.0,0.0001,0.11558999999999998,0.0,0.2371,0.3
6067007429,0.02,5186,771.0,0.0,0.11555,0.0,0.9257,0.5
6001402900,0.02,1917,56.0,0.0001,0.1155,0.0,0.9288,0.5
6067004904,0.02,6468,1782.0,0.0,0.1154,0.0,0.9404,0.5
6067009610,0.02,6864,1756.0,0.0,0.1152,0.0,0.8113,0.5
6001405401,0.02,3875,459.0,0.0001,0.11515,0.0,0.8444,0.5
6013313204,0.02,5704,1475.0,0.0,0.1146,0.0,0.8013,0.5
6067002900,0.02,4617,2385.0,0.0001,0.11412,0.01,0.3961,0.3
6013375000,0.02,4869,950.0,0.0,0.11365,0.0,0.8634,0.5
6001408500,0.02,5752,1392.0,0.0,0.112,0.0,0.9205,0.5
6001420600,0.02,3399,1332.0,0.0001,0.11180999999999999,0.01,0.2624,0.3
6067006003,0.02,5029,1116.0,0.0,0.1116,0.0,0.901,0.5
6013334006,0.02,4880,1416.0,0.0001,0.11105999999999999,0.01,0.225,0.3
6075026100,0.02,6890,294.0,0.0001,0.11094,0.0,0.7552,0.3
6075047600,0.02,5302,114.0,0.0001,0.11075999999999998,0.0,0.3096,0.3
6033000702,0.02,4757,2014.0,0.0,0.1105,0.0,0.9668,0.5
6001425102,0.02,3752,51.0,0.0001,0.11004,0.0,0.2377,0.3
6001410100,0.02,2925,891.0,0.0001,0.1091,0.0,0.8277,0.5
6067004006,0.02,5175,1367.0,0.0001,0.10875,0.01,0.6119,0.3
6013307102,0.02,5824,1422.0,0.0,0.10855,0.0,0.8289,0.5
6075016400,0.02,3920,85.0,0.0001,0.10844999999999999,0.0,0.2368,0.3
6013313206,0.02,6342,1377.0,0.0,0.1081,0.0,0.901,0.5
6075040100,0.02,4417,142.0,0.0001,0.10776000000000001,0.0,0.5065,0.3
6001423602,0.02,5615,585.0,0.0001,0.10712999999999999,0.0,0.5544,0.3
6013306003,0.02,5615,1580.0,0.0,0.10705,0.0,0.8519,0.5
6075022901,0.02,4275,204.0,0.0,0.10685,0.0,0.8091,0.5
6075045100,0.02,5048,123.0,0.0001,0.10676999999999999,0.0,0.3218,0.3
6081610400,0.02,5580,1180.0,0.0001,0.10671,0.0,0.7292,0.3
6041114100,0.02,5245,1563.0,0.0001,0.10619999999999999,0.01,0.2088,0.3
6067007414,0.02,4409,1059.0,0.0001,0.10608000000000001,0.0,0.7714,0.3
6075022801,0.02,4956,152.0,0.0001,0.10566,0.0,0.6369,0.3
6067005508,0.02,3491,590.0,0.0001,0.10555,0.0,0.8568,0.5
6081605000,0.04,8603,2299.0,0.0,0.10551,0.0,0.373,0.3
6097153502,0.04,3720,2616.0,0.0003,0.10542000000000001,0.04,0.1332,0.1
6081604102,0.04,3565,185.0,0.0001,0.105,0.0,0.4451,0.3
6081607500,0.04,6613,893.0,0.0001,0.10476,0.0,0.3258,0.3
6001401100,0.02,4966,938.0,0.0001,0.10464,0.0,0.6425,0.3
6001406601,0.02,4834,1174.0,0.0001,0.10449,0.0,0.6915,0.3
6001450400,0.02,7675,1765.0,0.0,0.10425,0.0,0.4156,0.3
6013307202,0.02,4355,392.0,0.0,0.10415,0.0,0.9644,0.5
6075023400,0.02,4110,312.0,0.0001,0.104,0.0,0.9005,0.5
6075030202,0.02,4507,84.0,0.0001,0.10368000000000001,0.0,0.367,0.3
6013311000,0.04,5668,1171.0,0.0,0.1035,0.0,0.9634,0.5
6075013101,0.02,4197,60.0,0.0001,0.1035,0.0,0.3676,0.3
6097152906,0.04,6084,2847.0,0.0001,0.10338,0.01,0.3786,0.3
6085503217,0.02,4406,386.0,0.0001,0.10334999999999998,0.0,0.7109,0.3
6001425104,0.02,4374,529.0,0.0001,0.10253999999999999,0.0,0.5188,0.3
6001409500,0.02,4390,833.0,0.0,0.1014,0.0,0.9554,0.5
6001408900,0.02,3857,755.0,0.0001,0.10075,0.0,0.9927,0.5
6081604700,0.04,2879,961.0,0.0001,0.10028999999999999,0.01,0.2946,0.3
6067009634,0.02,5150,1090.0,0.0,0.09985,0.0,0.9701,0.5
6001423100,0.02,4335,1233.0,0.0,0.09925,0.0,0.861,0.5
6001427300,0.02,5719,1409.0,0.0001,0.09876,0.0,0.4883,0.3
6001421700,0.02,3386,781.0,0.0001,0.09860999999999999,0.0,0.5458,0.3
6013345203,0.02,6966,2328.0,0.0,0.09855,0.01,0.2328,0.3
6053010505,0.01,5649,817.0,0.0,0.0985,0.0,0.9074,0.5
6075980900,0.02,1248,462.0,0.0003,0.09837,0.01,0.5685,0.3
6081611700,0.02,6437,1489.0,0.0001,0.09798,0.0,0.6225,0.3
6075015801,0.02,3869,164.0,0.0001,0.09762,0.0,0.7377,0.3
6067007802,0.02,4951,1660.0,0.0001,0.09723,0.01,0.6771,0.3
6075010800,0.02,4573,103.0,0.0001,0.09717,0.0,0.5305,0.3
6067005606,0.02,4461,1732.0,0.0001,0.09684,0.01,0.7451,0.3
6001403600,0.02,4717,348.0,0.0001,0.09645,0.0,0.4186,0.3
6075017700,0.02,2841,120.0,0.0001,0.09645,0.0,0.5527,0.3
6001450200,0.02,6456,778.0,0.0,0.09620999999999999,0.0,0.2563,0.3
6041112202,0.04,4445,680.0,0.0001,0.09618,0.0,0.7637,0.3
6075016200,0.02,3672,51.0,0.0001,0.09612,0.0,0.4209,0.3
6067004802,0.02,4958,1207.0,0.0,0.09605,0.0,0.954,0.5
6013345112,0.02,8830,1399.0,0.0,0.09582,0.0,0.2878,0.3
6067006102,0.02,4047,842.0,0.0,0.09575,0.0,0.8674,0.5
6085511609,0.02,3481,173.0,0.0001,0.0957,0.0,0.4573,0.3
6075016900,0.02,3425,117.0,0.0001,0.09552000000000001,0.0,0.28,0.3
6013355115,0.02,10242,838.0,0.0,0.09545999999999999,0.0,0.4268,0.3
6067004702,0.02,5050,1142.0,0.0,0.0952,0.0,0.9594,0.5
6075026301,0.02,4761,217.0,0.0,0.0946,0.0,0.903,0.5
6001422500,0.02,5065,489.0,0.0001,0.09455999999999999,0.0,0.615,0.3
6081612600,0.02,4653,1222.0,0.0001,0.09452999999999999,0.0,0.3292,0.3
6067001800,0.02,5346,1900.0,0.0001,0.0945,0.01,0.5359,0.3
6075016802,0.02,3928,94.0,0.0001,0.09410999999999999,0.0,0.3402,0.3
6113011204,0.02,5707,1587.0,0.0001,0.09395999999999999,0.0,0.2775,0.3
6075030101,0.02,4592,106.0,0.0001,0.09372,0.0,0.2515,0.3
6001407102,0.02,4382,1157.0,0.0001,0.09362999999999999,0.0,0.7786,0.3
6013356002,0.12,5481,2338.0,0.0001,0.09333,0.01,0.3777,0.3
6075015100,0.02,3104,35.0,0.0001,0.09315,0.0,0.4505,0.3
6067009108,0.02,3800,1219.0,0.0001,0.09305999999999999,0.01,0.2123,0.3
6067002000,0.02,3882,805.0,0.0001,0.09272999999999999,0.0,0.5427,0.3
6001422400,0.02,4134,523.0,0.0001,0.09222,0.0,0.3753,0.3
6075016000,0.02,2969,38.0,0.0001,0.09204,0.0,0.7357,0.3
6081601200,0.02,6746,1476.0,0.0,0.09147,0.0,0.5311,0.3
6075030301,0.02,6076,392.0,0.0001,0.09132,0.0,0.2551,0.3
6075010300,0.02,4062,128.0,0.0001,0.09111000000000001,0.0,0.2832,0.3
6067002700,0.02,3545,1229.0,0.0001,0.09093,0.01,0.6324,0.3
6081606300,0.04,4159,858.0,0.0001,0.09075,0.0,0.6839,0.3
6097150800,0.06,4941,1896.0,0.0001,0.09057,0.01,0.5619,0.3
6013313102,0.02,4581,923.0,0.0,0.09045,0.0,0.9168,0.5
6075023300,0.02,4369,205.0,0.0,0.09035,0.0,0.9042,0.5
6081608900,0.02,7261,1135.0,0.0,0.08979,0.0,0.5611,0.3
6085511608,0.02,3705,238.0,0.0001,0.08979,0.0,0.4884,0.3
6081607200,0.02,4971,669.0,0.0001,0.08936999999999999,0.0,0.6702,0.3
6081606400,0.02,5261,743.0,0.0001,0.08864999999999999,0.0,0.4843,0.3
6075011200,0.02,3441,71.0,0.0001,0.08856,0.0,0.4121,0.3
6067009110,0.02,1873,182.0,0.0001,0.0884,0.0,0.9094,0.5
6013334200,0.04,7194,2272.0,0.0,0.08822999999999999,0.0,0.4478,0.3
6075011800,0.02,1589,9.0,0.0001,0.08785,0.0,0.9298,0.5
6001422700,0.02,4868,306.0,0.0001,0.08781,0.0,0.5972,0.3
6075035400,0.02,6696,247.0,0.0,0.08766,0.0,0.6032,0.3
6081600600,0.02,5464,373.0,0.0001,0.08751,0.0,0.5247,0.3
6001410300,0.02,4036,835.0,0.0,0.0875,0.0,0.8221,0.5
6001435800,0.02,5735,1706.0,0.0001,0.08729999999999999,0.0,0.5564,0.3
6067004701,0.02,3895,658.0,0.0,0.08695,0.0,0.9441,0.5
6013372000,0.02,8009,2485.0,0.0,0.08673,0.0,0.5905,0.3
6001406300,0.02,3989,828.0,0.0,0.08635,0.0,0.9169,0.5
6075021000,0.02,4213,274.0,0.0001,0.08625,0.0,0.4555,0.3
6075016300,0.02,4296,158.0,0.0001,0.08607,0.0,0.4281,0.3
6001403701,0.02,2786,140.0,0.0001,0.08589,0.0,0.5723,0.3
6067004401,0.02,4431,1375.0,0.0,0.0858,0.0,0.9475,0.5
6007003300,0.01,5071,3885.0,0.0,0.08565,0.01,0.8097,0.5
6001436700,0.02,3689,806.0,0.0001,0.08564999999999999,0.0,0.7795,0.3
6113010701,0.02,4779,1147.0,0.0001,0.08564999999999999,0.0,0.4663,0.3
6081601502,0.02,5479,362.0,0.0001,0.08556,0.0,0.7948,0.3
6001437200,0.02,8696,2241.0,0.0,0.0854,0.0,0.8237,0.5
6085511000,0.02,6939,1871.0,0.0,0.08535,0.0,0.2569,0.3
6001403702,0.02,2149,149.0,0.0001,0.08511,0.0,0.3742,0.3
6067007017,0.02,2986,1135.0,0.0001,0.08504999999999999,0.01,0.2033,0.3
6067009320,0.02,4688,1311.0,0.0,0.085,0.0,0.8294,0.5
6067009609,0.02,5308,1353.0,0.0,0.0845,0.0,0.8064,0.5
6075020300,0.02,3624,85.0,0.0001,0.08444999999999998,0.0,0.2189,0.3
6095253205,0.04,3091,841.0,0.0001,0.08433,0.0,0.6664,0.3
6081608400,0.04,5664,738.0,0.0,0.08411999999999999,0.0,0.4369,0.3
6081601400,0.02,7129,1373.0,0.0,0.08403000000000001,0.0,0.6331,0.3
6075035300,0.02,7360,229.0,0.0,0.08394,0.0,0.4283,0.3
6007003200,0.01,4352,2489.0,0.0,0.08365,0.01,0.8551,0.5
6067007403,0.02,4969,1588.0,0.0,0.08365,0.0,0.8287,0.5
6001407600,0.02,6390,1655.0,0.0,0.08349,0.0,0.7538,0.3
6001410500,0.02,2553,308.0,0.0001,0.0831,0.0,0.8818,0.5
6013307101,0.02,4554,1235.0,0.0,0.08305,0.0,0.8008,0.5
6041110100,0.02,6176,1904.0,0.0,0.08301,0.0,0.3002,0.3
6075016801,0.02,4282,107.0,0.0001,0.08265,0.0,0.2665,0.3
6067003700,0.02,4611,1519.0,0.0,0.0821,0.0,0.8512,0.5
6081610303,0.02,8278,1757.0,0.0001,0.08197,0.01,0.1589,0.1
6067007010,0.02,4015,810.0,0.0001,0.08178,0.0,0.3886,0.3
6067001300,0.02,3320,690.0,0.0001,0.08163,0.0,0.3517,0.3
6001410200,0.02,3679,894.0,0.0001,0.08133,0.0,0.7092,0.3
6075031100,0.02,6305,506.0,0.0,0.08120999999999999,0.0,0.3027,0.3
6113010509,0.02,3578,731.0,0.0001,0.08111999999999998,0.0,0.448,0.3
6001428400,0.02,4645,787.0,0.0001,0.08103,0.0,0.7018,0.3
6075047701,0.02,4435,97.0,0.0001,0.08103,0.0,0.5106,0.3
6013345111,0.02,5990,1024.0,0.0,0.08094,0.0,0.3444,0.3
6001405301,0.02,2991,268.0,0.0001,0.08091,0.0,0.4425,0.3
6001400300,0.02,5504,1629.0,0.0,0.08085,0.0,0.3271,0.3
6081602400,0.02,6924,2043.0,0.0,0.08052000000000001,0.0,0.6013,0.3
6075032601,0.02,4412,119.0,0.0001,0.08048999999999999,0.0,0.509,0.3
6075011902,0.02,2738,29.0,0.0001,0.0804,0.0,0.6694,0.3
6041128100,0.02,6970,2522.0,0.0,0.08019,0.01,0.2188,0.3
6067009622,0.02,7565,1813.0,0.0,0.08003999999999999,0.0,0.3174,0.3
6013349000,0.02,5151,1562.0,0.0001,0.07995000000000001,0.0,0.5583,0.3
6067005404,0.02,6080,2053.0,0.0,0.07983,0.0,0.4237,0.3
6001405402,0.02,3171,384.0,0.0001,0.07955,0.0,0.9022,0.5
6001427200,0.02,4363,1230.0,0.0001,0.07932,0.0,0.6726,0.3
6001450300,0.02,5548,1432.0,0.0,0.07932,0.0,0.3044,0.3
6067005605,0.02,3758,1029.0,0.0,0.0793,0.0,0.8633,0.5
6067001900,0.02,3509,900.0,0.0001,0.07923,0.0,0.6377,0.3
6067007207,0.02,4330,1974.0,0.0001,0.07923,0.01,0.5187,0.3
6001428301,0.02,7044,1681.0,0.0,0.07902,0.0,0.2083,0.3
6001432502,0.02,4641,1213.0,0.0,0.07875,0.0,0.853,0.5
6001427900,0.02,4744,1147.0,0.0001,0.07875,0.0,0.4585,0.3
6085505007,0.02,3760,1169.0,0.0001,0.07869,0.0,0.6284,0.3
6001428200,0.02,6644,1950.0,0.0,0.07869,0.0,0.4668,0.3
6067009007,0.02,3084,574.0,0.0001,0.07845,0.0,0.8568,0.5
6013355109,0.02,7167,1749.0,0.0,0.07823999999999999,0.0,0.7781,0.3
6001423000,0.02,4676,1211.0,0.0001,0.07787999999999999,0.0,0.3201,0.3
6001405200,0.02,4839,1028.0,0.0001,0.07776,0.0,0.4581,0.3
6067009317,0.02,7182,1905.0,0.0,0.07763999999999999,0.0,0.5219,0.3
6075030800,0.02,5898,1347.0,0.0,0.07745999999999999,0.0,0.2362,0.3
6033001000,0.02,6102,3713.0,0.0,0.0773,0.0,0.9028,0.5
6075013300,0.02,4344,265.0,0.0001,0.07728,0.0,0.4814,0.3
6081613900,0.02,5963,2024.0,0.0,0.07719,0.0,0.4241,0.3
6013371000,0.02,5995,2005.0,0.0,0.07715999999999999,0.0,0.267,0.3
6001407700,0.02,4465,1760.0,0.0001,0.07712999999999999,0.01,0.3638,0.3
6001427800,0.02,4827,1338.0,0.0001,0.07640999999999999,0.0,0.3494,0.3
6081607400,0.02,4919,1068.0,0.0001,0.07599,0.0,0.6543,0.3
6075031201,0.02,6064,334.0,0.0,0.07587,0.0,0.7532,0.3
6013390100,0.02,2376,1038.0,0.0001,0.07578,0.01,0.21,0.3
6067004402,0.02,4343,1331.0,0.0,0.0756,0.0,0.9686,0.5
6041101200,0.06,2924,1140.0,0.0003,0.07558000000000001,0.02,0.0771,0.1
6075035202,0.02,4353,204.0,0.0001,0.07554000000000001,0.0,0.691,0.3
6075011901,0.02,2275,15.0,0.0001,0.07547999999999999,0.0,0.3489,0.3
6001424001,0.02,4146,773.0,0.0001,0.07545,0.0,0.7819,0.3
6081609202,0.02,4357,815.0,0.0001,0.07503,0.0,0.4313,0.3
6001408400,0.02,3927,1029.0,0.0,0.0745,0.0,0.9583,0.5
6075026001,0.02,5553,216.0,0.0,0.07431,0.0,0.7169,0.3
6001428100,0.02,4880,1502.0,0.0001,0.07431,0.0,0.3612,0.3
6085503213,0.02,4769,618.0,0.0,0.07425,0.0,0.91,0.5
6075023200,0.02,4987,391.0,0.0,0.07425,0.0,0.6251,0.3
6001422100,0.02,2843,853.0,0.0001,0.07418999999999999,0.0,0.385,0.3
6001438204,0.01,5940,1902.0,0.0,0.07400999999999999,0.0,0.7121,0.3
6001403800,0.02,3710,869.0,0.0001,0.07356,0.0,0.2591,0.3
6075030201,0.02,3988,116.0,0.0001,0.07347,0.0,0.707,0.3
6077003404,0.01,5849,1594.0,0.0,0.0733,0.0,0.9887,0.5
6075042602,0.02,3469,98.0,0.0001,0.07325999999999999,0.0,0.2494,0.3
6013345101,0.02,6264,1558.0,0.0,0.0732,0.0,0.3288,0.3
6055201900,0.08,1138,1223.0,0.0002,0.0732,0.01,0.3414,0.3
6095252909,0.04,4421,1184.0,0.0002,0.07287,0.01,0.052,0.1
6085509304,0.02,3316,755.0,0.0001,0.07275,0.0,0.278,0.3
6013335000,0.04,3463,1257.0,0.0001,0.07242,0.0,0.2632,0.3
6001400700,0.02,4508,1327.0,0.0001,0.07242,0.0,0.381,0.3
6075030102,0.02,5500,739.0,0.0,0.07224,0.0,0.2517,0.3
6095253404,0.02,5815,1606.0,0.0,0.07218,0.0,0.4461,0.3
6067005901,0.02,6722,2001.0,0.0,0.07206,0.0,0.3491,0.3
6067009308,0.02,6197,1817.0,0.0,0.07206,0.0,0.6336,0.3
6013352201,0.02,6266,1919.0,0.0,0.07167,0.0,0.3703,0.3
6041117000,0.02,4713,1494.0,0.0001,0.07149,0.0,0.2136,0.3
6075015802,0.02,3116,76.0,0.0001,0.07146,0.0,0.3931,0.3
6013338204,0.04,6234,993.0,0.0,0.07131,0.0,0.2911,0.3
6081608600,0.02,4729,1059.0,0.0001,0.07107,0.0,0.6631,0.3
6013307204,0.02,4526,1256.0,0.0001,0.07107,0.0,0.3876,0.3
6075047801,0.02,4140,156.0,0.0001,0.07100999999999999,0.0,0.3669,0.3
6081611000,0.02,5978,1548.0,0.0,0.07067999999999999,0.0,0.5545,0.3
6081602700,0.02,6080,1531.0,0.0,0.07064999999999999,0.0,0.3254,0.3
6067007402,0.02,6992,2195.0,0.0,0.07062,0.0,0.7403,0.3
6001405302,0.02,2797,219.0,0.0001,0.07059,0.0,0.7271,0.3
6081610700,0.02,5200,1118.0,0.0,0.07053,0.0,0.7961,0.3
6067007105,0.02,7408,2121.0,0.0,0.07025999999999999,0.0,0.3829,0.3
6067001400,0.02,2930,639.0,0.0001,0.0702,0.0,0.4504,0.3
6075022803,0.02,4380,147.0,0.0001,0.07010999999999999,0.0,0.6059,0.3
